run_id,dataset,model,protected,method,repeat,n_idi,n_test,cov1,cov2,cov3,cov4,cov5,div50,div100,div200,div500,div1000,div2000,div3000,div5000,real_time,cpu_time,partition_real,partition_cpu,generation_real,generation_cpu,n_regions
regionft_random-GBDT-Credit-sex-d5000000-3,Credit,GBDT,sex,regionft_random,3,78809,5000000,1,57409,78706,78805,78808,14.4369,14.5047,14.5032,14.5201,14.5168,14.5136,14.5104,14.5091,122.96,122.95,34.44,34.44,88.51,88.51,1024
regionft_random-GBDT-Credit-sex-d5000000-4,Credit,GBDT,sex,regionft_random,4,78966,5000000,1,57913,78873,78961,78965,14.5087,14.5064,14.5257,14.5228,14.5098,14.514,14.5173,14.5136,115.82,115.82,32.14,32.14,83.68,83.68,1024
regionft_d10-LogReg-Lsac-race-d5000000-0,Lsac,LogReg,race,regionft_d10,0,860051,5000000,1,951,15277,99347,351946,9.5326,9.5368,9.5396,9.5399,9.539,9.5399,9.54,9.5397,206.98,206.98,122.94,122.94,84.03,84.03,980
regionft_d10-LogReg-Lsac-race-d5000000-1,Lsac,LogReg,race,regionft_d10,1,731670,5000000,1,953,15126,99067,329567,9.5406,9.538,9.5367,9.5401,9.54,9.5409,9.5407,9.5403,201.29,201.28,116.87,116.86,84.42,84.42,983
regionft_d10-LogReg-Lsac-race-d5000000-2,Lsac,LogReg,race,regionft_d10,2,856653,5000000,1,946,15134,99401,351356,9.5572,9.5417,9.5438,9.5398,9.5399,9.5398,9.54,9.5403,202.27,202.27,117.96,117.96,84.31,84.31,953
regionft_d10-LogReg-Lsac-race-d5000000-3,Lsac,LogReg,race,regionft_d10,3,856238,5000000,1,953,15197,100206,352900,9.4989,9.5331,9.536,9.5405,9.5407,9.5404,9.5407,9.5407,198.88,198.87,113.25,113.24,85.63,85.63,934
regionft_d10-LogReg-Lsac-race-d5000000-4,Lsac,LogReg,race,regionft_d10,4,786882,5000000,1,949,15065,99152,336936,9.5531,9.5368,9.5393,9.5386,9.5386,9.5406,9.5402,9.5398,201.11,201.11,119.04,119.04,82.06,82.06,958
regionft_random-LogReg-Lsac-race-d5000000-0,Lsac,LogReg,race,regionft_random,0,352819,5000000,1,925,14612,84138,227619,9.5507,9.5427,9.5359,9.5399,9.539,9.5391,9.539,9.5388,109.83,109.83,26.43,26.43,83.4,83.4,1024
regionft_random-LogReg-Lsac-race-d5000000-1,Lsac,LogReg,race,regionft_random,1,393022,5000000,1,907,14722,84553,240754,9.5422,9.5428,9.5403,9.5386,9.5376,9.5376,9.5382,9.5384,107.55,107.54,26.23,26.23,81.31,81.31,1024
regionft_random-LogReg-Lsac-race-d5000000-2,Lsac,LogReg,race,regionft_random,2,476066,5000000,1,896,14893,86877,272745,9.5355,9.5486,9.5361,9.5379,9.5377,9.5378,9.538,9.5374,110.54,110.54,26.22,26.22,84.32,84.32,1024
regionft_random-LogReg-Lsac-race-d5000000-3,Lsac,LogReg,race,regionft_random,3,327187,5000000,1,921,14540,83360,216976,9.5242,9.5284,9.5399,9.5386,9.5372,9.5372,9.5374,9.5385,105.12,105.12,25.06,25.06,80.06,80.05,1024
regionft_random-LogReg-Lsac-race-d5000000-4,Lsac,LogReg,race,regionft_random,4,331241,5000000,1,927,14559,83920,219658,9.5332,9.541,9.5325,9.5398,9.5402,9.5398,9.5392,9.5396,113.57,113.57,27.08,27.08,86.48,86.48,1024
regionft_d10-GBDT-Adult-race-d5000000-0,Adult,GBDT,race,regionft_d10,0,396499,5000000,1,3502,102366,255703,361113,10.7654,10.7444,10.7193,10.7459,10.7238,10.7373,10.7194,10.7221,262.59,262.58,111.63,111.62,150.95,150.96,853
regionft_d10-GBDT-Adult-race-d5000000-1,Adult,GBDT,race,regionft_d10,1,388737,5000000,1,3479,103154,261036,357943,10.7543,10.7714,10.8006,10.772,10.7639,10.7617,10.7769,10.7784,272.32,272.31,111.94,111.93,160.38,160.38,827
regionft_d10-GBDT-Adult-race-d5000000-2,Adult,GBDT,race,regionft_d10,2,404372,5000000,1,3490,105388,268400,370844,10.8191,10.7627,10.7903,10.8148,10.7865,10.7994,10.8016,10.7971,271.91,271.9,114.47,114.46,157.45,157.44,814
regionft_d10-GBDT-Adult-race-d5000000-3,Adult,GBDT,race,regionft_d10,3,370582,5000000,1,3423,101467,252990,342773,10.7422,10.7343,10.7447,10.7319,10.7439,10.7471,10.7408,10.7388,275.62,275.6,119.93,119.91,155.69,155.69,897
regionft_d10-GBDT-Adult-race-d5000000-4,Adult,GBDT,race,regionft_d10,4,409180,5000000,1,3392,103348,270872,374248,10.6983,10.7312,10.7608,10.7482,10.7483,10.7458,10.7416,10.7392,266.87,266.86,112.8,112.8,154.07,154.06,833
regionft_random-GBDT-Adult-race-d5000000-0,Adult,GBDT,race,regionft_random,0,43740,5000000,1,3202,34376,42235,43522,10.9466,10.9713,10.9688,10.9679,10.9492,10.959,10.9531,10.9574,161.35,161.35,37.3,37.3,124.05,124.05,1024
regionft_random-GBDT-Adult-race-d5000000-1,Adult,GBDT,race,regionft_random,1,45725,5000000,1,3174,35668,44132,45494,10.985,10.9811,10.9482,10.9776,10.9707,10.9679,10.9728,10.9664,189.48,189.47,43.09,43.08,146.39,146.39,1024
regionft_random-GBDT-Adult-race-d5000000-2,Adult,GBDT,race,regionft_random,2,50225,5000000,1,3140,38932,48474,49992,11.0898,11.0313,11.012,11.0201,10.9976,11.0089,11.0025,11.0109,172.73,172.73,38.99,38.99,133.74,133.74,1024
regionft_random-GBDT-Adult-race-d5000000-3,Adult,GBDT,race,regionft_random,3,44241,5000000,1,3217,34436,42369,44020,11.0398,11.0682,11.0256,11.0367,11.0249,11.0276,11.0251,11.0316,194.06,194.05,41.88,41.88,152.18,152.17,1024
regionft_random-GBDT-Adult-race-d5000000-4,Adult,GBDT,race,regionft_random,4,41250,5000000,1,3224,33235,39929,41079,11.0188,10.9993,10.9885,11.0248,11.0089,11.0162,11.0199,11.01,167.85,167.85,38.7,38.7,129.15,129.15,1024
regionft_d10-GBDT-Adult-age-d5000000-0,Adult,GBDT,age,regionft_d10,0,3693296,5000000,1,4096,341312,2282401,3521178,11.4248,11.4759,11.4678,11.4582,11.4617,11.4624,11.4622,11.4619,463.28,463.26,183.35,183.33,279.93,279.93,958
regionft_d10-GBDT-Adult-age-d5000000-1,Adult,GBDT,age,regionft_d10,1,3693984,5000000,1,4096,340901,2280086,3522780,11.4408,11.454,11.4552,11.4611,11.4614,11.4618,11.4595,11.4614,472.22,472.23,187.75,187.75,284.48,284.48,939
regionft_d10-GBDT-Adult-age-d5000000-2,Adult,GBDT,age,regionft_d10,2,3691584,5000000,1,4096,341842,2285326,3519760,11.4612,11.4594,11.4667,11.4653,11.4605,11.4626,11.4625,11.4613,462.77,462.76,181.89,181.88,280.89,280.89,948
regionft_d10-GBDT-Adult-age-d5000000-3,Adult,GBDT,age,regionft_d10,3,3685824,5000000,1,4096,340964,2277470,3514421,11.4834,11.4542,11.461,11.4648,11.4632,11.4632,11.4622,11.4625,446.69,446.67,170.56,170.54,276.14,276.13,924
regionft_d10-GBDT-Adult-age-d5000000-4,Adult,GBDT,age,regionft_d10,4,3685669,5000000,1,4096,339225,2280482,3514753,11.4707,11.4646,11.4652,11.4612,11.4633,11.4619,11.4608,11.4609,442.77,442.74,168.46,168.44,274.3,274.3,918
regionft_random-GBDT-Adult-age-d5000000-0,Adult,GBDT,age,regionft_random,0,2211819,5000000,1,4096,322105,1599589,2148853,11.4811,11.4462,11.4656,11.4676,11.4648,11.4638,11.4636,11.4639,282.77,282.74,58.83,58.81,223.95,223.92,1024
regionft_random-GBDT-Adult-age-d5000000-1,Adult,GBDT,age,regionft_random,1,2333120,5000000,1,4096,324733,1653978,2262982,11.465,11.4598,11.4609,11.4669,11.4658,11.4641,11.4653,11.4654,334.13,334.12,66.83,66.82,267.31,267.3,1024
regionft_random-GBDT-Adult-age-d5000000-2,Adult,GBDT,age,regionft_random,2,2247287,5000000,1,4096,322802,1616092,2182805,11.4824,11.4509,11.4707,11.4613,11.4632,11.462,11.4627,11.4622,281.28,281.26,56.41,56.4,224.87,224.86,1024
regionft_random-GBDT-Adult-age-d5000000-3,Adult,GBDT,age,regionft_random,3,2491494,5000000,1,4096,326557,1712320,2410519,11.4687,11.4713,11.4657,11.4572,11.4607,11.4596,11.4626,11.4613,329.13,329.12,64.54,64.53,264.59,264.59,1024
regionft_random-GBDT-Adult-age-d5000000-4,Adult,GBDT,age,regionft_random,4,2378566,5000000,1,4096,326866,1675188,2305503,11.4584,11.4545,11.4528,11.46,11.4572,11.4579,11.4579,11.4594,286.85,286.83,58.99,58.98,227.86,227.84,1024
regionft_d10-DecTree-Adult-sex-d5000000-0,Adult,DecTree,sex,regionft_d10,0,2894001,5000000,1,1754,108398,1086076,2358685,11.3066,11.3033,11.292,11.2887,11.2925,11.2967,11.2936,11.2916,126.94,126.93,39.02,39.02,87.92,87.91,383
regionft_d10-DecTree-Adult-sex-d5000000-1,Adult,DecTree,sex,regionft_d10,1,2702184,5000000,1,1753,107938,1046443,2213728,11.2805,11.2931,11.2932,11.2907,11.2926,11.292,11.2903,11.2927,103.8,103.79,19.41,19.41,84.39,84.38,187
regionft_d10-DecTree-Adult-sex-d5000000-2,Adult,DecTree,sex,regionft_d10,2,2880220,5000000,1,1756,108191,1077521,2350087,11.2981,11.2981,11.3062,11.3023,11.2933,11.2989,11.2974,11.2963,109.96,109.96,21.31,21.31,88.65,88.65,209
regionft_d10-DecTree-Adult-sex-d5000000-3,Adult,DecTree,sex,regionft_d10,3,2697656,5000000,1,1749,108073,1049768,2202962,11.3094,11.2695,11.2886,11.2859,11.283,11.2825,11.2824,11.2829,106.14,106.14,19.73,19.72,86.41,86.41,205
